customer_id,first_name,last_name,email,signup_date
17571,Chelsea,Dennis,lnelson@sample.net,2000-01-01
43454,Christopher,Jackson,wellsveronica@example.com,2000-01-01
89162,Karen,Hanson,gonzalezmichael@test.com,2000-01-01
30218,Sherry,Anderson,tamaraortiz@example.com,2000-01-02
49178,Joseph,Curry,reginarodriguez@demo.org,2000-01-02
73339,Olivia,Nolan,jgarcia@example.com,2000-01-02
1378,Mario,Adams,harrisrobert@test.com,2000-01-03
16717,Tracy,Saunders,xjohnson@test.com,2000-01-03
82196,Darryl,Hines,wayne61@example.com,2000-01-03
29479,Vanessa,Reyes,dawn72@example.com,2000-01-04
48052,Brian,Wilson,lisa68@demo.org,2000-01-04
52878,Marie,Gray,dcordova@sample.net,2000-01-04
7822,Warren,Hooper,yujoshua@test.com,2000-01-04
13602,Patrick,Drake,upage@demo.org,2000-01-05
41621,Max,Mcmillan,mirandamcdonald@demo.org,2000-01-05
25590,Sara,Andrews,debra55@example.com,2000-01-06
48122,Robin,Vincent,arroyochristine@example.com,2000-01-06
16355,Christian,Miller,courtneymiddleton@sample.net,2000-01-07
32501,Leah,Lopez,geraldhughes@test.com,2000-01-07
35132,Grant,Sanders,dstewart@example.com,2000-01-07
42710,Jocelyn,Evans,obecker@example.com,2000-01-07
54250,Amy,Jones,diana61@demo.org,2000-01-07
64044,Aaron,Lopez,aschmidt@sample.net,2000-01-07
70242,Steven,White,amberhenderson@test.com,2000-01-07
85744,Stephen,Garza,erodriguez@demo.org,2000-01-07
29765,Victor,Chapman,clee@sample.net,2000-01-08
51569,Ryan,Harper,kylebass@example.com,2000-01-08
68575,Joseph,Brown,mluna@sample.net,2000-01-08
5586,Charles,Bowman,riveratara@demo.org,2000-01-09
59200,Jonathan,Mitchell,brandon30@test.com,2000-01-09
60191,Michael,Martinez,ecastillo@demo.org,2000-01-09
43741,Laura,Tanner,victoriathompson@sample.net,2000-01-10
20971,Allen,Rivera,msolis@mail.com,2000-01-11
29180,Gabrielle,Reyes,brucehancock@test.com,2000-01-12
58194,Maria,Wilson,aguirredevon@sample.net,2000-01-12
82983,Lindsay,Baker,catherinelowe@sample.net,2000-01-12
22160,Martin,Ortega,denniswalton@test.com,2000-01-13
2494,Evelyn,White,liukevin@demo.org,2000-01-13
10745,Wendy,Montgomery,stephanielewis@mail.com,2000-01-14
31629,Hannah,Wise,uhunter@test.com,2000-01-14
37523,Phillip,Russell,ftucker@sample.net,2000-01-14
45919,Emily,Buchanan,logan11@mail.com,2000-01-14
51134,Amber,Cole,cgraham@mail.com,2000-01-14
39841,Michael,Moore,rubenstevens@example.com,2000-01-15
61253,Sydney,Wagner,vanessasimpson@test.com,2000-01-15
69743,Scott,Haas,yeseniagraves@test.com,2000-01-15
34701,Dustin,Combs,randy10@demo.org,2000-01-16
40883,David,Soto,idavidson@test.com,2000-01-16
58977,Mary,Long,msmith@mail.com,2000-01-16
77066,Michelle,Walker,ana15@demo.org,2000-01-16
69926,Zachary,Ferguson,matthew80@mail.com,2000-01-17
83742,Kristen,Gutierrez,lucasdanny@mail.com,2000-01-17
85757,Cameron,Jones,isandoval@example.com,2000-01-17
46103,Jo,Davis,laurenhaney@test.com,2000-01-18
49334,Makayla,Nguyen,jason65@test.com,2000-01-18
58589,Noah,Jordan,bushedward@sample.net,2000-01-18
70889,Toni,Stevenson,paul03@test.com,2000-01-18
25911,Jennifer,Johnson,cassandrabutler@sample.net,2000-01-19
26733,Regina,Arnold,johnsonerica@example.com,2000-01-19
33980,Matthew,Curry,kimberlyfisher@example.com,2000-01-19
